job_title,location,company,reviews,ratings,date,sponsoredby,summary,job_link
Data Analytics,"Bengaluru, Karnataka",Universal Electronics,87,3.2,30+ days ago,,"2+ Years' experience on data analysis and presentation.
Ability to present complex data in an understandable manner.",https://www.indeed.co.in/rc/clk?jk=9a8a105d29df8590&fccid=2cfd7ba40e131adb&vjs=3
Renewals Data Analyst,"Bengaluru, Karnataka",Informatica,151,3.9,11 days ago,,"Ability to investigate and understand data discrepancies and reporting issues.
The Renewals Data Analyst is responsible for assisting in the validation of all…",https://www.indeed.co.in/rc/clk?jk=02d328d6b66210a6&fccid=f745426798e2bad8&vjs=3
Data Analyst,"Bengaluru, Karnataka",Q-Dat IT Solutions,0,0.0,11 months ago,,"Graduate in the analytical fields with strong academic credentials.
Excellent written and verbal communication skills.
Please send your CV to:careers@q-dat.com.",https://www.indeed.co.in/rc/clk?jk=bde55d3608b97224&fccid=c4c1611523182324&vjs=3
Data Analyst,"Bengaluru, Karnataka",Nuclei,0,0.0,30+ days ago,,"You are proficient with MS Excel and are comfortable handling large data sets.
With emphasis on providing seamless customer experience, real-time integration…",https://www.indeed.co.in/rc/clk?jk=89b46a4dc2242d58&fccid=fc53b8a8ea30b282&vjs=3
Lead Data Scientist,"Bengaluru, Karnataka",Honeywell,7804,3.8,8 days ago,,"5+years experience with real data.
Expert at data visualizationand presentation.
Ability to track down complex data issues having business impact, evaluate…",https://www.indeed.co.in/rc/clk?jk=eb2ce53eb2fe8175&fccid=50208b5bf45ee3b8&vjs=3
Data Scientist - Amazon Advertisment,"Bengaluru, Karnataka",ADCI - Karnataka,39310,3.6,30+ days ago,,"As a Data Scientist you will be working in one of the world's largest and most complex data warehouse environments.
Excellent verbal and written communication.",https://www.indeed.co.in/rc/clk?jk=ed549aa8f7a0896d&fccid=fe2d21eef233e94a&vjs=3
Lead Data Scientist,"Bengaluru, Karnataka",QubeRoot Analytics,0,0.0,30+ days ago,,"We are looking for a Lead Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analysing company data.",https://www.indeed.co.in/rc/clk?jk=70110927f2a48f8e&fccid=bcfad363aceb4e1a&vjs=3
Senior Data Scientist,"Bengaluru, Karnataka",Tibil Solutions,3,2.7,10 months ago,,"He/She will be the key contributor to the analytics team and will work on the various framework of data analytics.
Required Knowledge, Skills and Abilities.",https://www.indeed.co.in/rc/clk?jk=cb7c04508f8795b5&fccid=edc0da3275bd67c4&vjs=3
Vice President - Data Analytics and Reporting (Control Manag...,"Bengaluru, Karnataka",JPMorgan Chase & Co.,21608,3.9,17 hours ago,,"Identify key reporting indicators through data deep dives, data mining, collaboration with Risk and Control Management organization.",https://www.indeed.co.in/rc/clk?jk=6022796c7a733ae5&fccid=c46d0116f6e69eae&vjs=3
Sr Data Scientist - Statistical Modeling,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation,"As a Senior Data Scientist in Data Science & Analytics, you’ll:
Execute solutions to business problems using data analysis, data mining, forecasting,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_layO0mZm6weibvRCEuSkWi4L7x3KBrqyFKO1CQE53nHuDGX6vIYQfxmHP_DuPzer-_GXkfI0S5H5RcLZTwCXLlixhyLNHMFTxmgIavzzBnENSQi_yod18evk2ZQVbF8N9W2jbDZ0hFb5_eqtICWo0ALFSLk6U1e7d5gDM2CI8PtWb94MLGWg2hP-IAIjWmsvlUYqmeTsQfAkb4iaCrkwnnmKzmEcOiKcd6Z6rL5YPTxP8l5zJyqlYZKcABsThVzu113Gl3-On-78D7io_4Hs7peTRtx4Yr7cn8985rT6wcDvTmEpuES7_3GYU_o8ysv8288PmcepIrRefA0XRuA-Zx62KkoWRfRaTDWMeNXAmeXS4zsLKrLc9t-oCTFWaxdt8mwiPRVTxrHZRwgwJ8gWUpcn4w6WoJYlMnb4U3Pscq0iRaSCkWVp7JrwMIIJjOH87jbzA90_xJV8B4LV-kJE0Lp3W7TxwKhfkzPBpF7dZFnm8NSdF0Ar-AsSRgCK4p7WIlrh_RmQkLlA9CE4TL6-2Ywd011OleKWTqUo_U7TKNFV1xGrq89UtJqJG-nQkPMaGSRGq0rG7ANumqNV7u2nOxxr_XIKQy5_BxOz3-3X3QNCssU3y0oFyjyl07OgDlXJ9AggcQs75I2Tl3rvsylrFbRTVMAmqk3Gn6C7PNrfoaER07NGTmA83ad2V3WZX5Povm6cgGBfWdgM-R8FFHLiR4MBs0Sri_PTEa96eNUuXQJOZ0lr52JQcAr7rtt5IfRXc7y_NiarHDzEv0MBRDX7QSbQ7muOoYqBHSX-cXlsxOvz_LwdCJcU5B2h0404iKKlQONXpMpK0zUH5PEt0wrgAvNt2d8DFO76cylf3DVnM_6EasbWtpbwKTaAPBeFenbPqGZlxXKUSu4IC-DHUwXLnIe&p=13&fvj=0&vjs=3
Item Data Analyst,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation," Partner with Item Data Manager on Product Data Planning initiatives and team leadership.
 Data analysis & reporting skills.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc8VeRz8gXrErNgOTBvndwLFikvoGQORn1G4SifKbf9-yQnRKXcmJfKhxHdFBlyWxBdkguoq5rVos_-Il8Fxc5u_4Nr9oR6zxVBcglo2yN3Fj7gyx2ezy6Nq_sx3uBpDQuehzFA5JUaav3wYSbuI69EpVrScn1QEIwrN4g22Qo1DrQcgaaVys6usynvcCb5C0J35aRxWRaLfC1qEuosXx-7v_WDwA7N_A84udsnFjfHMhAH5YMpikE_2FVlQSd_IvIUEEqQQ3S8N3V_CP1mbATwOFmDVommo-llFctRqu-iMrfITDsxXi5Ytt851o2iu_H0v6QIghaxwBueGWCxNzoGgFbiYCOZBB_qY3htFNNiaeJTedc7opOQFKfhJcVUkZoABvltWbWvTiHZ3wXhFxKIXLRZyWrdZMNB2LwsTiBlnX-VGKpbgMKfZMczrdEJ0EFlSToUU8riZH8-qzErpmXaB4-_1gtL__29AF7yKXo_YoYnTPtQReElpA6w0mQRVKm4NBteTFVL_mQKXuGkuXvpnW1rfzzu8iY22ZRf-_GZnHZX_ENV9cWxxwhSkE1gq4aH0RpRNt2lQEtyqPPITE8vqdCyaVJdhLCB0qFEvasdpgbYduaqk789NUqvc3Jp8bcGySCstHoOAllR5G1aK1iN8OEL8_2oA8hxF0QVoOEZqlcbBdQH0WezdpT5mrOD1sUr6U9Gt3779owVWLwRumUbMe9i5ilsFVMvWZk9rAjiqebTOCw1Po-c3smo5AP-wd8hgTHvkeKv5nR-6WFX9jYdPwj7c8q84HrVXqAmlsmFGCpaWHEDz3fd5q7blUnbiMY7GmVyXPhtnnEYXFpmS_UdIdVWYfxUzvKf4tkG-eoDKwVXeu2vFrXCJJyB0j8PDA4o6O0TlQ1PUqCm8j7Z4D8Jqu3qZ7QOSI-4vJTliHHoYi&p=0&fvj=0&vjs=3
Data Analyst,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation,"Gathers required data and performs data analysis to support business need.
Interprets results using a variety of techniques, ranging from simple data…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lYYyrDRV1bh8SpQC0Vqcd-Z-kmnMtXW0VYLfocEgxgsOm41tYhy30TNoyg6NY1l9Bt423uQyZgM6tVr0m7COtFttxOpsiSiaOUnpXuwjP2M_LxdSJQ0IU_WSm40akkesTLBAkeBf-I7VSxVBxUsFQjg4GKIpF7LaoPmnrXUUPdZXegLONPCYrG45HfDHJMrlrXlZASrX6ImSusjgensNEiK1qYV18beICG1DYzuRcBdEqe2bcyQqZVNn5IWMEgAbV_PWb_3USGNFCBmjiGsOVkR9vvdDQDiQvNPT7qC_XNrYqV_uKUotto7lyWTDx5vbZD2KQSl36qXjb_DvrVAmO2fAG0akiHR16s-kwPoSnBhjOIRl9GBFJD-uSKC8iiqx0-amPW5DQimZJgsrcLFaRLsOikGQc3NFbzEc4Kyz_tN8P3i6tqi7aXsZ2pYInYE1CzHTVcS-wCVLIFA34CPvZzmIIIutanqRt-bQ-0joBZp51DL-fJQ75mqNVRhbKDX88WCpkaVBTaGYhpdQAGiXV0Ks_6HwNWXxJwKKG55fv9VS7yq8UtNkoCY5BAkvhsukHCch9V1jJcqrxRnbh7uBZgXgU7Cd1XyBQjovmPOg1paFgwupWvRbTI6oMcmugAdH6C2bXKXklq8Z2DuU_zuArIB60sI-Q71kZDT9NSPDEcTyGQRW0vjxDLBuskKsi36hRe67bROp30dHI_B-7RcsbIqZ_5UGamiyOgFuJwRuzrplEqUBgDq-lrREhGHN9gLmaBW5P0ftbCaQIQJOpelZ453Jc9KT4UeSSZBnvsIx-bx4MeFd80Cb5bMCMByoDfp4fvraMXQuV_MiNka0rbu-icCJiSwjx9G_05BFTCJp4yZkCO4Br5ZgbpX_J2YjmGrEsAeZBB8Kjb5MNiLR6BMTTtb&p=1&fvj=0&vjs=3
Sr Data Scientist - Statistical Modeling,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation,"As a Senior Data Scientist in Data Science & Analytics, you’ll:
Execute solutions to business problems using data analysis, data mining, forecasting,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_layO0mZm6weibvRCEuSkWi4L7x3KBrqyFKO1CQE53nHuDGX6vIYQfxmHP_DuPzer-_GXkfI0S5H5SSaeFbnCAtj28kG2J8hRaOqMq1YxZUNHS2YL8fRgZYj-MC-GzHmnYjSEYZYuen87TEA93rQNjCI77GTHAwMtP52Bd7TvNFtgXAQgsYExSNhFV1kyP-XcAlw830_HCM4t8rYMbGWPGLuIi1LLxRwRZJyxvBv501rhk7hIvvMsltXO9PdbH2Phwe-zV36yIUK4U28xonTguxWqkiOZLSzBkSfjnpHkPorB4X_WnIUokpL71jkLv7AyZmkUH0QSygV5mMmdYFykbjiZ7uF7YRgDQOBczv9aOsCOYuEhaT0KIpacUmYHSEBeu63SaurMObPByXql_yPmymymV27WiEo2eyUqaG1bexIbiXKFrIBy5LbN9NhE20yuf800EHtv4TiOU4eTv557i44MhgpU58_j4k4xObVSo_WYKM-2wIOvWK0NXoV1Hw4sIKagFBI_cmbCrmn907rItd6BtQZP-MVpZTwTASyF9-Kv2brYeTsZAelsnVySJP7JN0_YXZWX07xg9e9DImKxqPgcC9s7XRCtEVcOcDofIKrnaUMInf-4WbMbzCyGeKlarU3-h2ty3drIIbUw4IfOnUxlL4ATgqlER-TlpJRWE_V9rcbd4eQ3aMAQPP1EzVTY9IEdDYahwvabrOi6HX3S8xiji2MPylk8TnqD-XQJp7obcrRyE9ZPcpnC0aQrwqB6tM1PrMkTrLpv3-MDaYpmfioy8rKdpltOr0IwianfpOH-nikQiBsOk1qIWeqW48lPWsKjn6B2L4yI7p-Qfg7A6OKLzViGJ-9Kb4kvB0xHUNoqN4qtvfHKyGfMUK_9sjLX65J2sf_7PTR3mjI7nEEtvdC&p=2&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUc4SLM5IbZRYY_qO3zlsLEujob1o1cExvres_ySn5OoS5tUFaJtJgt0UauPX7QmJ3fpAgEDziX0nSRytJTMVKRF17hmKxgRNz_GPZcnSkZY1uCKQzwfI-wIZaYLuCI087hRaAKkPuqMxXUVG0gfa8IRf4OWrIRKBqS32QSyt44yCg4JoecQG0afD1Zw6wlq4dbpCALMa0uAbdVXEPAoHGeScI212i6J7xcv4WQweaW39WnzJnfKzSjqhe1VOB-vuP0d_pecrYEbH&p=3&fvj=0&vjs=3
Data Analyst,"Bengaluru, Karnataka",JLL,2340,3.8,30+ days ago,,"Data integrity – Data audit/data mining.
Act as a Data custodian and Controller.
Create report templates and data gathering tools.
What we can do for you:",https://www.indeed.co.in/rc/clk?jk=e54921248cb00f0e&fccid=9917de3c28f569f6&vjs=3
Data Analyst,"Bengaluru, Karnataka",NinjaCart,27,2.7,23 days ago,,Perform data analysis and apply data visualisation techniques to present business information and highlight different perspectives on key business decision…,https://www.indeed.co.in/rc/clk?jk=7c48efd7cdfaa420&fccid=985edaa499918be8&vjs=3
Data Scientist (Architect/ Senior Architect),"Bengaluru, Karnataka",Mindtree,942,3.8,30+ days ago,,"We are looking for a Data Scientist who will support our client’s product, sales, leadership and marketing teams with insights gained from analyzing data.",https://www.indeed.co.in/rc/clk?jk=ea7547c1275a039b&fccid=06144ac9f6d50e38&vjs=3
Senior Data Scientist,"Bengaluru, Karnataka",JDA Software,194,3.9,7 months ago,,"Understand basic data structure of python.
Good understanding on using packages like data.
Profound understanding of basic DS and ML skills like –outlier…",https://www.indeed.co.in/rc/clk?jk=b4193928d39f3229&fccid=40c8856ae4b51dd3&vjs=3
Data Analyst,"Bengaluru, Karnataka",GE Appliances,230,3.6,8 days ago,,"Engages with team members, business analysts, data scientists to understand data needs for the project, come up with data model, produce technical designs to…",https://www.indeed.co.in/rc/clk?jk=996528d3577a68c0&fccid=6a7f2fa034a3fd36&vjs=3
Data Scientist,"Bengaluru, Karnataka",AIG,3464,3.7,10 months ago,,"Data Scientist will partner with the Analytics team within General Insurance to develop data science solutions, Machine Learning (ML) tools and models to…",https://www.indeed.co.in/rc/clk?jk=5659133a0623c873&fccid=9a92a4bf81326e1e&vjs=3
Data Scientist,"Bengaluru, Karnataka",Multi Recruit,9,4.6,14 days ago,,"Extract, Harmonize, clean and merge data from different data sources for further use.
Develop custom data models and algorithms to apply to data sets.",https://www.indeed.co.in/rc/clk?jk=fb9d352372bce680&fccid=76f7f30bc5ab3e60&vjs=3
Lead Data Scientist,"Bengaluru, Karnataka",SigTuple,0,0.0,4 months ago,,"Work with a bunch of data scientist nerds and disruptors striving for a big cause.
Hands on experience in working with and implementing advanced statistical…",https://www.indeed.co.in/rc/clk?jk=fcff3b143a97c160&fccid=2ff92000b416fd78&vjs=3
Freelance - Trainer Data Analyst,"Bengaluru, Karnataka",Edubridge Learning Pvt. Ltd.,4,2.3,9 days ago,,"Must have very strong concepts of Data Analytics.
Deliver high quality Training on Data Analytics that follows company methodology, and matches to the skills…",https://www.indeed.co.in/company/Edubridge-Learning-Pvt.-Ltd./jobs/Freelance-3f066a2926bfb6d5?fccid=f7743807c41ee705&vjs=3
Data Scientist,"Bengaluru, Karnataka",Applied Materials Inc.,790,4.0,,,"Data Science experience of 6-9 years in End to end data science project life cycle (use case framing, data collection, data exploration, modeling, deployment).",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BKwMOZH4fgpIIWSrlpgS0tSkW3tfilVH9rzQFVfnBGL7OmaVYmNa78d3GOkpj_g9D3Fe4EUuDulgbY95e31CueHHwuQzFeVjo9zk9KKBqA_mqyOC-fV-ykybN0fmF86QH1y7ttzAW0fNjCpAdRMWixLq5F70m81xGFwb2HoaTwP4vfalQjB4dSeSGge0bJZqrvmmNaWigy9Frqf8S2GmwxQUCkKjbK12_5u_WvBZZpSqt9XkjfVDekBFxRYhHBkOsBCg8MIrDZ0oRaaWEAWyB5eKbcoTLV5MS91xrigdJjujwYK61FuEdp8ggLf18AfflHlQ6muEMUzRtPUy1ay-lL8SATQBQcjG_gUseNS4Cv2XSu3JKQqlOpZvf2rD2TBAnRS1CPNOPn4A07QP1zIQNz6uC4gPSyhPb1OZiAz4K2eoWtmP3DScaAqvejsPelATx2wxbMxoiedn7R8g0AIIP9&p=13&fvj=0&vjs=3
Item Data Analyst,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation," Partner with Item Data Manager on Product Data Planning initiatives and team leadership.
 Data analysis & reporting skills.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc8VeRz8gXrErNgOTBvndwLFikvoGQORn1G4SifKbf9-yQnRKXcmJfKhxHdFBlyWxBdkguoq5rVos_-Il8Fxc5u_4Nr9oR6zxVGYAr_tLxcJ5p5ytKyWjEIlfR-lQOyULsH51HBJVtnYiAQTE7KupocQpQmPwJfIlk3qU-Mxre_FMU4_b7lQat3lZmMO8rYzc5H09ZCPtMpghYJNwWpqME4kTiGZ3f8ksTkCJBV-3p37BnXLlB3sJ2oVHTR13fTBrAk9uuHWa_3IU2-KmQM6DEgcceNjsUtzePSUxNmmMGk_AP1r4Bd_9Y4DF8-GgReQazqN-AxVpcHtikbenc6hQ1oSbVOj-6wQv3GLF94VkQukN6uKx5sfc9OZyDtKe5_-6pLOXzB3BuZjrccv7dMnXqJruoz9kmQyrAz_46qdYGRnqQK75j89lXVGkjWcCMJ1YWSTURNdcZSPSDgS32xR_NHuXRdkp173opgMPNtlmS0cKNyP9KU33FZVzc7fiJ21S6RP3o3Dla5CGR0szUsbtlnj9Qfy0ncEwIabmvfcfRwvMwRiFPLXbyHFv-jb1TcyDoLgBmEFexi-gr1XBnZlocZH34HFjPiVvi4PsZ7D7wmv9S5QhG-fNtHYGDJE9up1GfAaecNreY6MK76sz3tgl_vUjfnR-SOdpyEnPOmKIbK7hY-IpTg3F_D00AwVKNqUhc6Yawh79aSlJwv0lI1cmckJoQv4BAqa1cRc52rfsu3JFPuJ9rjnoWw5VfnyTElwwfBtlLw0yhpIBdhTtRWfdyW1v4_PWWPU3knkeqY7Fcn21KEZ5RXIHfofp5mf8cRnnDEPQyaP7zLQ3uwMbrK_doy9Z57zCH8hORuwJz6nwCU2Al40ja9tsM7_hkoqeEBAukcIq-45ak6phlJ7buLhSRXzk_0cpsBZlBYQERPo5y9dw&p=0&fvj=0&vjs=3
Data Analyst,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation,"Gathers required data and performs data analysis to support business need.
Interprets results using a variety of techniques, ranging from simple data…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lYYyrDRV1bh8SpQC0Vqcd-Z-kmnMtXW0VYLfocEgxgsOm41tYhy30TNoyg6NY1l9Bt423uQyZgM6hJm3gBeJB_7IRDBJHSvygK94RvpKo_6ufYtKsC0mIE3meTIn0jgSW1YTpH0lLr0f-M_a6UVINrmQZUUfoz8eY8H06zUrShYI0A1gjB-bRePtG8xv_MW_9zHi7SYdUsU5FMzfyK_psPLO5eDTX5Ob_i_6NjVFRrYGgbSwYLdblA9STDjB6pbaTbkzwVGlDGJeUJWsoaCDym8kNKwp3SOth7J02ifDhqpsGBQN806pSexdXdAk__ZMK3B0xaw7UZ-TNB-JLcI9K74N8LAttlN0cevJPkG5-lp_Nc9V4zWcBZozhbbRkASVhGGcmTMkZ-GKzbBA3Tbe8onMcBjKdN_f0s--Idqa63znIGGaehuPeXpjDeyYkEUhAIErW3JVa6vaIntlL5kwwt1aMleBXnoxNp6_S5lhSyqVWwio8YDn71mH-4nkGUNM7PjKK-mVH26vpwgda9ANQvogGH3B_l_FfZzctDLm1kjr4n6KuILP7H7NktHRlGol5it9QjqbiRjlA6En7rQVnMAoP1bomiUUeTQIh6eRS0vfHQDPaixklSJkbh9EFfDVGjthg5PL1bcTzLq0t2579lLZqHfuHSQF50A_8GK7J7Q9X_qvvN3lBt4t9hvztC3K6ryAcYIM_Q5jDStg7KDmQd2ToCYVV2iqX4VucsE_tXD5b8eD6jiwCa0vqcVxmRpx6eQSR1gvaWiWnd8XVSJRZc6M1uxZHJK4isWu9G1KzzEK8HvvcZle6pe9L2b0jSjMqzsz7ltUW_UahuhZbXRmxThVLYV7YrEdOzD75LI0PB3Mb7Ag6Tuu6ebltzIiAOs1Cop4SOfrWwoNl08kxdOwcDM&p=1&fvj=0&vjs=3
Sr Data Scientist - Statistical Modeling,"Bengaluru, Karnataka",TARGET,45416,3.6,,Target Corporation,"As a Senior Data Scientist in Data Science & Analytics, you’ll:
Execute solutions to business problems using data analysis, data mining, forecasting,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_layO0mZm6weibvRCEuSkWi4L7x3KBrqyFKO1CQE53nHuDGX6vIYQfxmHP_DuPzer-_GXkfI0S5H5fkhwpv7Mmx-R2zncCH7oT3jjI4ZVIqLOltfLf4YyKUoCfNPeDWuFfrXMqW7U-qWXsKn5IMLQeXP4mNpvAbaz0CqbVXMKTTi1CaCSb1iFSJv7_AyKosofXY0wqskYo4bWup38euEySj2iXgNX8Y4HrYvvSb9ryTq5RowIbPoMxn1GuaII8KCMMZJoQkrnR9olLnVaY_nk2B3TzLDSwMF3pQx-Tj6pErzRaqlyidLUcZMNTvkOydnnZru-wB3MuyDl1aWNKs97bVahT98y9WSMAcRSPjbBiel1tsSsF5Xmb4kLolUVuNSPTEKR1JQcBBL--tbxSUrpugaWjWncbEccyI6Efr9vmdLjF9T4OpI38H_HpC_DOQgu_e2Rd7ka7c_FwFek_ASIl9u78HqTn1sRlESzSkWHog2PV_Lf4wov-6C52VYMNLd3SabLSox0EaI8uFg9aIFul_ilJYc8U5n7ysmHnAfslTnsQ_Y2BEV4A3gfPsVHAIAj-PrkkxkdfFAZpaR4yl6LW9mbURR5NJ1l2DRYR-pOtcO3G3X0nr2MefXexFigbBYts9peJRE7khQQSO-tdq3lsOSzexhUePbNn-3yiAwuC_ZEVrLrqKfldKvpaxUUn6k_aGZo99J_JIEpZd0yD1hyUVHFbq0lH1AxndGOt8Utd8nmvssyzUje9hdFJ8wTIGe5CS08cpgva7k7c6PjqKvhoOh3AtkGCqd4El9BvAqtmJikp582WTLqkYAo12GHXApUcZqOMKotM3uaQgMqBvr3xygv4FROgZCOWw6VdIQfkPzXyFzUKce8xAjYeJMu2doMy8OTZlLN3hsqCKXWKZAjLUS&p=2&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,221,3.7,,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0BduEgvIgdT7EDM_O2GxHkw7QoaouEWjxefAvaX3ZwZ9tYBt705y4bauJTLzCjE0X5oATM7HJjGh1xFOWpBmJH47jLXZ3omA0IIFZJ0wG4JiIAKpaxs1ZL356Uf1_hV6-qN3qj2rwZsUV5RClB2hnJNWvEqcqsxNxEJ90QdzqqYB5Pn8Td-IhN3nLx3ouh4WXQa6__u0ULHVSlhSQIfWGhsp_jFTXslg3PQA3r82HOFVmoNFIwhb6YM-c1m7NtS9Bpwx7dXpMTZKrpO8QQ4kDWUcrJC6aj5uFy6i7N-sb0GfjEOuBMmrbQxSEUdAO1nhxp1lhDKpKxHKVZnedOq3oaTz4aFEWVTgyQ9POQOKbqr-u2nV03utfeUpJrjIPgCUqZD481YlSW0nKAV0BNSDEs6&p=3&fvj=0&vjs=3
Data Engineer (Big Data & ELK ),"Bengaluru, Karnataka",Everlytics Data Science India LLP,0,0.0,25 days ago,,"Collaborate with developers, business domain experts, and data scientists in conceptualizing, designing and developing new big data solutions.",https://www.indeed.co.in/company/Everlytics-Data-Science-India-LLP/jobs/Data-Engineer-09059017f285b330?fccid=2c7caa3b18dc215e&vjs=3
"Analyst, Data Intelligence Engineer","Bengaluru, Karnataka",Dell,9793,4.0,3 days ago,,"Analyze data privacy and confidentiality requirements, data retention requirements, data residency requirements and data archival.",https://www.indeed.co.in/rc/clk?jk=8c06aff91c9e369d&fccid=dd09fe3b43125016&vjs=3
Senior Data Scientist,"Bengaluru, Karnataka",Sabre,360,3.7,30+ days ago,,"This experience will embrace the delivery of decision support systems or business intelligence tools based on Big Data technologies, ETL, and data visualization…",https://www.indeed.co.in/rc/clk?jk=6804c3114d62ffcf&fccid=05fac7ab69452ba3&vjs=3
Data Scientist NLP,"Bengaluru, Karnataka",3D India Group,0,0.0,30+ days ago,,"Hiring Data Scientist NLP, Python, SQL, 3-4Yrs, 7LPA, for Analytics Co Bangalore.
If interested please share your updated CV, CTC, ECTC, Notice Period to our…",https://www.indeed.co.in/rc/clk?jk=f840dc0b5e2514cf&fccid=f87cb7cfc103d151&vjs=3
CIEL/SEL/1941: Sr data scientist,"Bengaluru, Karnataka",CIEL HR Services,2,2.5,25 days ago,,"Be a part of the team, collaborate, ask questions, engage and solicit feedback from other Data Scientists.
Experience with data visualization tools.",https://www.indeed.co.in/rc/clk?jk=47d9946e747ae8ef&fccid=2b1e42f645eeaf1e&vjs=3
DATA ANALYST,"Bengaluru, Karnataka",The Data Team,0,0.0,18 days ago,,"Exposure to data visualization, data summarization, aggregations, filters and other data transformations is desired.
Education and Work Experience Requirements.",https://www.indeed.co.in/rc/clk?jk=b3f2f617c9d2bb19&fccid=dd616958bd9ddc12&vjs=3
Senior Data Scientist,"Bengaluru, Karnataka",2021.AI,0,0.0,6 months ago,,"Good data manipulation skills required including cleaning and managing data.
3+ years relevant data science experience.
Good communication skills in English.",https://www.indeed.co.in/rc/clk?jk=6f20462db3a61550&fccid=2fea3662286b4ba2&vjs=3
Lab Data Analyst @ IQVIA,"Bengaluru, Karnataka",IQVIA Pvt Ltd,0,0.0,5 months ago,,"Prepare and define the data transmission requirements, working together with data and technical analysts, to outline the data transmission services to be…",https://www.indeed.co.in/rc/clk?jk=e4ccef8cc94d5fae&fccid=e020ad21596cd30b&vjs=3
Data Testing and Support Analyst,"Bengaluru, Karnataka",Euromonitor,69,3.8,25 days ago,,"Data Testing and Support Analyst.
Data Testing and Support Analyst.
The Data Testing and Support Analyst may be expected to work across a range of bespoke…",https://www.indeed.co.in/rc/clk?jk=fafc471aa48f4217&fccid=49618d3c859a51d2&vjs=3
Reference Data Operator - Analyst,"Bengaluru, Karnataka",Deutsche Bank,2619,3.9,11 days ago,,Role Description Responsible for verification of Clients Standard Settlement Instructions Sourcing Clients contact numbers through independent external…,https://www.indeed.co.in/rc/clk?jk=fa172ad4525ddec1&fccid=f1d8e147024abb3f&vjs=3
